"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Category","Outler_Age"
"FDJ58",15.6,"2",0.105509616,"14",172.8764,"OUT045",2002,"3","2","2",NA,"Food",15
"FDU60",20,"2",0.059901045,"1",168.8132,"OUT046",1997,"3","1","2",NA,"Food",20
"FDS03",7.825,"1",0.079752411,"11",66.2826,"OUT049",1999,"2","1","2",NA,"Food",18
"FDU40",20.85,"1",0.065489529,"6",193.3478,"OUT019",1985,"3","1","1",NA,"Food",32
"DRH15",8.775,"1",0.110082155,"5",45.7428,"OUT049",1999,"2","1","2",NA,"Drinks",18
"FDD04",16,"1",0.089535602,"5",143.8154,"OUT027",1985,"2","3","4",NA,"Food",32
"FDQ01",19.7,"2",0.160701642,"4",253.5014,"OUT046",1997,"3","1","2",NA,"Food",20
"FDF28",15.7,"2",0.037857561,"6",124.8046,"OUT035",2004,"3","2","2",NA,"Food",13
"FDD22",10,"1",0.166793159,"14",112.6544,"OUT010",1998,"1","3","1",NA,"Food",19
"FDY19",19.75,"1",0.041364935,"7",117.7466,"OUT046",1997,"3","1","2",NA,"Food",20
"FDN33",6.305,"2",0.123092484,"14",92.9436,"OUT035",2004,"3","2","2",NA,"Food",13
"FDV36",18.7,"1",0.026297031,"1",126.202,"OUT035",2004,"3","2","2",NA,"Food",13
"FDW01",14.5,"1",0.107224173,"4",152.4682,"OUT010",1998,"1","3","1",NA,"Food",19
"FDJ28",12.3,"1",0.021894973,"6",192.4162,"OUT049",1999,"2","1","2",NA,"Food",18
"FDB17",13.15,"1",0.036665173,"6",179.1976,"OUT035",2004,"3","2","2",NA,"Food",13
"FDM40",10.195,"1",0.160185608,"6",140.8154,"OUT049",1999,"2","1","2",NA,"Food",18
"FDV46",18.2,"1",0.0648003527697595,"14",139.918,"OUT045",2002,"3","2","2",NA,"Food",15
"FDQ44",20.5,"1",0.036196486,"7",119.5756,"OUT049",1999,"2","1","2",NA,"Food",18
"NCD42",16.5,"1",0.012637846,"9",37.2506,"OUT046",1997,"3","1","2",NA,"Non Consumable",20
"DRH37",17.6,"1",0.041616357,"15",163.8526,"OUT046",1997,"3","1","2",NA,"Drinks",20
"FDR10",17.6,"1",0.010080792,"14",163.5552,"OUT018",2009,"2","3","3",NA,"Food",8
"NCD06",13,"1",0.098844291,"10",46.306,"OUT027",1985,"2","3","4",NA,"Non Consumable",32
"FDI53",8.895,"2",0.137644954,"6",161.2236,"OUT046",1997,"3","1","2",NA,"Food",20
"FDG16",15.25,"1",0.089799825,"6",216.4192,"OUT035",2004,"3","2","2",NA,"Food",13
"DRB25",12.3,"1",0.069459722,"15",107.1938,"OUT046",1997,"3","1","2",NA,"Drinks",20
"FDY09",15.6,"1",0.025200149,"14",175.2054,"OUT046",1997,"3","1","2",NA,"Food",20
"FDX48",17.75,"2",0.037964731,"1",153.0656,"OUT045",2002,"3","2","2",NA,"Food",15
"FDC03",8.575,"2",0.120256303,"5",196.2794,"OUT010",1998,"1","3","1",NA,"Food",19
"FDT47",5.26,"2",0.024504201,"2",95.9068,"OUT035",2004,"3","2","2",NA,"Food",13
"FDW44",9.5,"2",0.034980994,"7",170.7448,"OUT027",1985,"2","3","4",NA,"Food",32
"FDT24",12.35,"2",0.186910605,"1",75.6328,"OUT017",2007,"3","2","2",NA,"Food",10
"FDT12",6.215,"2",0.113858603701205,"1",227.5062,"OUT019",1985,"3","1","1",NA,"Food",32
"NCS38",8.6,"1",0.090174377,"10",113.4176,"OUT035",2004,"3","2","2",NA,"Non Consumable",13
"FDO39",6.985,"2",0.137340909,"11",182.8608,"OUT035",2004,"3","2","2",NA,"Food",13
"FDA13",15.85,"1",0.078554948,"4",38.7506,"OUT046",1997,"3","1","2",NA,"Food",20
"FDO48",15,"2",0.026835691,"1",220.9456,"OUT035",2004,"3","2","2",NA,"Food",13
"DRJ01",6.135,"1",0.115683076,"15",159.2236,"OUT017",2007,"3","2","2",NA,"Drinks",10
"FDD53",16.2,"1",0.04440264,"6",39.9454,"OUT018",2009,"2","3","3",NA,"Food",8
"NCT05",10.895,"1",0.020984423,"9",255.9672,"OUT049",1999,"2","1","2",NA,"Non Consumable",18
"FDQ51",16,"2",0.0648003527697595,"11",45.3718,"OUT045",2002,"3","2","2",NA,"Food",15
"FDU60",20,"2",0.059851197,"1",167.3132,"OUT013",1987,"1","3","2",NA,"Food",30
"FDC59",16.7,"2",0.054628903,"16",62.5168,"OUT046",1997,"3","1","2",NA,"Food",20
"FDP36",10.395,"2",0.091155163,"1",52.2008,"OUT035",2004,"3","2","2",NA,"Food",13
"NCM19",12.65,"1",0.047504439,"12",111.4202,"OUT017",2007,"3","2","2",NA,"Non Consumable",10
"FDL16",12.85,"1",0.168421008,"6",44.606,"OUT035",2004,"3","2","2",NA,"Food",13
"FDE50",19.7,"2",0.016271661,"4",188.1556,"OUT018",2009,"2","3","3",NA,"Food",8
"NCR18",15.85,"1",0.020470576,"10",44.5112,"OUT013",1987,"1","3","2",NA,"Non Consumable",30
"NCD30",19.7,"1",0.026844186,"10",97.6726,"OUT035",2004,"3","2","2",NA,"Non Consumable",13
"FDH31",12,"2",0.02039417,"11",100.1042,"OUT013",1987,"1","3","2",NA,"Food",30
"FDD56",15.2,"2",0.181702355,"7",173.4054,"OUT019",1985,"3","1","1",NA,"Food",32
"FDC47",15,"1",0.119075479,"14",229.7694,"OUT049",1999,"2","1","2",NA,"Food",18
"FDZ21",17.6,"2",0.039301403,"14",94.741,"OUT045",2002,"3","2","2",NA,"Food",15
"FDM01",7.895,"2",0.094714208,"3",102.5332,"OUT049",1999,"2","1","2",NA,"Food",18
"FDF24",15.5,"2",0.025349355,"1",82.8934,"OUT013",1987,"1","3","2",NA,"Food",30
"FDW23",5.765,"1",0.082476188,"1",38.8164,"OUT017",2007,"3","2","2",NA,"Food",10
"FDY52",6.365,"1",0.00737822,"6",61.3536,"OUT018",2009,"2","3","3",NA,"Food",8
"DRH37",17.6,"1",0.041414828,"15",163.3526,"OUT027",1985,"2","3","4",NA,"Drinks",32
"DRO47",10.195,"1",0.111681212,"8",113.486,"OUT027",1985,"2","3","4",NA,"Drinks",32
"FDR25",17,"2",0.13973885,"4",266.4884,"OUT049",1999,"2","1","2",NA,"Food",18
"FDQ24",15.7,"1",0.073309965,"1",250.9724,"OUT027",1985,"2","3","4",NA,"Food",32
"DRJ51",14.1,"1",0.088352351,"5",230.7668,"OUT018",2009,"2","3","3",NA,"Drinks",8
"NCU06",17.6,"1",0.074392992,"10",230.101,"OUT035",2004,"3","2","2",NA,"Non Consumable",13
"NCV18",6.775,"1",0.105674592,"10",81.825,"OUT018",2009,"2","3","3",NA,"Non Consumable",8
"NCC06",19,"1",0.026855684,"10",127.5336,"OUT027",1985,"2","3","4",NA,"Non Consumable",32
"FDZ01",8.975,"2",0.009095747,"4",104.399,"OUT018",2009,"2","3","3",NA,"Food",8
"FDT14",10.695,"2",0.128449579,"5",120.344,"OUT017",2007,"3","2","2",NA,"Food",10
"FDD11",12.85,"1",0.053605948,"16",252.404,"OUT019",1985,"3","1","1",NA,"Food",32
"FDN09",14.15,"1",0.035071955,"14",243.8828,"OUT017",2007,"3","2","2",NA,"Food",10
"NCO18",13.15,"1",0.04126117,"10",177.7686,"OUT010",1998,"1","3","1",NA,"Non Consumable",19
"FDZ50",12.8,"2",0.0792367,"5",183.6608,"OUT045",2002,"3","2","2",NA,"Food",15
"FDS44",12.65,"2",0.155914104,"7",239.5538,"OUT013",1987,"1","3","2",NA,"Food",30
"FDI36",12.5,"2",0.062469866,"1",197.7426,"OUT045",2002,"3","2","2",NA,"Food",15
"FDA26",7.855,"2",0.123727659,"5",218.3482,"OUT010",1998,"1","3","1",NA,"Food",19
"NCY53",20,"1",0.058572263,"9",112.6544,"OUT049",1999,"2","1","2",NA,"Non Consumable",18
"FDF32",16.35,"1",0.068186803,"7",199.3426,"OUT049",1999,"2","1","2",NA,"Food",18
"FDF59",12.5,"1",0.119247864,"16",126.302,"OUT010",1998,"1","3","1",NA,"Food",19
"FDB20",7.72,"1",0.051980667,"7",76.1986,"OUT046",1997,"3","1","2",NA,"Food",20
"DRH11",5.98,"1",0.075543678,"8",57.1614,"OUT035",2004,"3","2","2",NA,"Drinks",13
"FDT03",21.25,"1",0.010014308,"11",185.7608,"OUT049",1999,"2","1","2",NA,"Food",18
"NCH06",12.3,"1",0.076539909,"10",245.246,"OUT035",2004,"3","2","2",NA,"Non Consumable",13
"FDR55",12.15,"2",0.132288896,"7",187.8872,"OUT049",1999,"2","1","2",NA,"Food",18
"FDI10",8.51,"2",0.078389501,"14",171.7422,"OUT035",2004,"3","2","2",NA,"Food",13
"FDZ12",9.17,"1",0.103187661,"1",141.247,"OUT045",2002,"3","2","2",NA,"Food",15
"FDM12",16.7,"2",0.070025696,"1",187.8214,"OUT049",1999,"2","1","2",NA,"Food",18
"DRB25",12.3,"1",0.069600588,"15",107.4938,"OUT045",2002,"3","2","2",NA,"Drinks",15
"NCS41",12.85,"1",0.053399539,"9",182.7608,"OUT013",1987,"1","3","2",NA,"Non Consumable",30
"NCT53",5.4,"1",0.048191066,"9",162.8526,"OUT049",1999,"2","1","2",NA,"Non Consumable",18
"NCD55",14,"1",0.024310931,"10",39.9454,"OUT013",1987,"1","3","2",NA,"Non Consumable",30
"FDY08",9.395,"2",0.171341198,"7",141.3838,"OUT049",1999,"2","1","2",NA,"Food",18
"NCP55",14.65,"1",0.011207422,"12",54.4614,"OUT049",1999,"2","1","2",NA,"Non Consumable",18
"FDA33",6.48,"1",0.033871687,"14",147.9076,"OUT013",1987,"1","3","2",NA,"Food",30
"FDQ33",13.35,"1",0.091131261,"14",148.6708,"OUT013",1987,"1","3","2",NA,"Food",30
"FDE45",12.1,"1",0.040161883,"7",179.6002,"OUT027",1985,"2","3","4",NA,"Food",32
"FDT26",18.85,"2",0.067896957,"5",120.944,"OUT013",1987,"1","3","2",NA,"Food",30
"NCV53",8.27,"1",0.018842851,"9",238.988,"OUT049",1999,"2","1","2",NA,"Non Consumable",18
"FDK60",16.5,"2",0.093409739,"1",97.6068,"OUT027",1985,"2","3","4",NA,"Food",32
"NCJ29",10.6,"1",0.035192926,"9",83.4224,"OUT046",1997,"3","1","2",NA,"Non Consumable",20
"FDI15",13.8,"1",0.141639229,"5",265.0884,"OUT045",2002,"3","2","2",NA,"Food",15
"FDX21",7.05,"1",0.084895314,"14",110.5912,"OUT013",1987,"1","3","2",NA,"Food",30
"FDV49",10,"1",0.045220091,"4",263.4226,"OUT019",1985,"3","1","1",NA,"Food",32
"DRO59",11.8,"1",0.054154252,"8",76.9012,"OUT046",1997,"3","1","2",NA,"Drinks",20
"FDZ14",7.71,"2",0.047685207,"5",122.4756,"OUT045",2002,"3","2","2",NA,"Food",15
"FDP32",6.65,"1",0.087244942,"7",126.0678,"OUT027",1985,"2","3","4",NA,"Food",32
"FDC33",8.96,"2",0.069328283,"7",198.6768,"OUT017",2007,"3","2","2",NA,"Food",10
"FDT14",10.695,"2",0.213788983,"5",121.644,"OUT010",1998,"1","3","1",NA,"Food",19
"NCN54",20.35,"1",0.021223197,"10",78.5328,"OUT027",1985,"2","3","4",NA,"Non Consumable",32
"FDR57",5.675,"2",0.023383182,"14",155.3288,"OUT027",1985,"2","3","4",NA,"Food",32
"DRK12",9.5,"1",0.041886317,"15",32.39,"OUT046",1997,"3","1","2",NA,"Drinks",20
"FDX52",11.5,"2",0.042067869,"6",194.882,"OUT049",1999,"2","1","2",NA,"Food",18
"FDX08",12.85,"1",0.037834548,"7",179.3318,"OUT010",1998,"1","3","1",NA,"Food",19
"FDP10",19,"1",0.214396632,"14",105.8622,"OUT010",1998,"1","3","1",NA,"Food",19
"NCP50",17.35,"1",0.020601542,"12",78.7618,"OUT045",2002,"3","2","2",NA,"Non Consumable",15
"NCL06",14.65,"1",0.072006662,"10",259.8594,"OUT013",1987,"1","3","2",NA,"Non Consumable",30
"FDP25",15.2,"1",0.02118987,"4",219.3824,"OUT013",1987,"1","3","2",NA,"Food",30
"FDE53",10.895,"1",0.02685779,"6",104.528,"OUT013",1987,"1","3","2",NA,"Food",30
"FDL27",6.17,"1",0.010691082,"11",66.3826,"OUT017",2007,"3","2","2",NA,"Food",10
"FDC35",7.435,"1",0.123028674,"16",208.1638,"OUT049",1999,"2","1","2",NA,"Food",18
"DRJ47",18.25,"1",0.074065937,"8",171.308,"OUT010",1998,"1","3","1",NA,"Drinks",19
"FDD16",20.5,"1",0.036501185,"6",75.8696,"OUT018",2009,"2","3","3",NA,"Food",8
"NCN42",20.25,"1",0.014244729,"10",146.9418,"OUT049",1999,"2","1","2",NA,"Non Consumable",18
"FDC38",15.7,"1",0.121900785,"4",132.8942,"OUT027",1985,"2","3","4",NA,"Food",32
"NCO07",9.06,"1",0.009796094,"12",212.156,"OUT045",2002,"3","2","2",NA,"Non Consumable",15
"FDQ20",8.325,"1",0.029831146,"7",38.6138,"OUT049",1999,"2","1","2",NA,"Food",18
"FDI32",17.7,"1",0.174373447,"7",113.2834,"OUT046",1997,"3","1","2",NA,"Food",20
"FDN20",19.35,"1",0.043823122,"7",170.3474,"OUT010",1998,"1","3","1",NA,"Food",19
"DRJ51",14.1,"1",0.087567787,"5",229.5668,"OUT027",1985,"2","3","4",NA,"Drinks",32
"FDU08",10.3,"1",0.027370814,"7",97.6042,"OUT045",2002,"3","2","2",NA,"Food",15
"DRN37",9.6,"1",0.168604314,"15",167.4158,"OUT019",1985,"3","1","1",NA,"Drinks",32
"FDD05",19.35,"1",0.027804204,"6",121.8098,"OUT010",1998,"1","3","1",NA,"Food",19
"FDW15",15.35,"2",0.055113596,"11",148.6734,"OUT046",1997,"3","1","2",NA,"Food",20
"FDI52",18.7,"1",0.104678138,"6",124.3072,"OUT046",1997,"3","1","2",NA,"Food",20
"DRM11",6.57,"1",0.0635953402378303,"8",261.6278,"OUT049",1999,"2","1","2",NA,"Drinks",18
"NCO06",19.25,"1",0.108249522,"10",32.0558,"OUT045",2002,"3","2","2",NA,"Non Consumable",15
"FDU38",10.8,"1",0.082678239,"5",190.4504,"OUT049",1999,"2","1","2",NA,"Food",18
"FDU59",5.78,"1",0.096778863,"2",161.5552,"OUT018",2009,"2","3","3",NA,"Food",8
"FDJ10",5.095,"2",0.129503664,"14",138.6838,"OUT046",1997,"3","1","2",NA,"Food",20
"FDM13",6.425,"1",0.063273547,"3",132.8626,"OUT049",1999,"2","1","2",NA,"Food",18
"NCJ30",5.82,"1",0.141191067,"10",167.979,"OUT019",1985,"3","1","1",NA,"Non Consumable",32
"FDM45",8.655,"2",0.088553998,"14",121.7756,"OUT018",2009,"2","3","3",NA,"Food",8
"FDP36",10.395,"2",0.091357303,"1",50.1008,"OUT045",2002,"3","2","2",NA,"Food",15
"NCD30",19.7,"1",0.044940161,"10",97.3726,"OUT010",1998,"1","3","1",NA,"Non Consumable",19
"FDN48",13.35,"1",0.065318118,"1",93.7804,"OUT017",2007,"3","2","2",NA,"Food",10
"FDY32",7.605,"1",0.129441977,"7",161.221,"OUT049",1999,"2","1","2",NA,"Food",18
"FDU47",12.8,"2",0.113854468,"2",141.5838,"OUT046",1997,"3","1","2",NA,"Food",20
"FDF17",5.19,"1",0.074623672,"6",198.211,"OUT019",1985,"3","1","1",NA,"Food",32
"FDP34",12.85,"1",0.138004065,"14",156.963,"OUT017",2007,"3","2","2",NA,"Food",10
"FDA47",10.5,"2",0.116855192,"1",163.621,"OUT049",1999,"2","1","2",NA,"Food",18
"DRD27",18.75,"1",0.023724475,"5",98.7042,"OUT027",1985,"2","3","4",NA,"Drinks",32
"FDW38",5.325,"2",0.138961241,"5",54.1298,"OUT045",2002,"3","2","2",NA,"Food",15
"FDZ15",13.1,"1",0.036541979,"5",120.1782,"OUT019",1985,"3","1","1",NA,"Food",32
"FDZ03",13.65,"2",0.078405146,"5",187.324,"OUT027",1985,"2","3","4",NA,"Food",32
"NCN19",13.1,"1",0.012118359,"12",188.853,"OUT049",1999,"2","1","2",NA,"Non Consumable",18
"FDG02",7.855,"1",0.011259035,"4",190.2188,"OUT035",2004,"3","2","2",NA,"Food",13
"FDS31",13.1,"2",0.044184016,"7",182.4318,"OUT035",2004,"3","2","2",NA,"Food",13
"FDW43",20.1,"2",0.039263694,"7",228.1036,"OUT019",1985,"3","1","1",NA,"Food",32
"FDZ47",20.7,"2",0.132726034,"1",99.8042,"OUT010",1998,"1","3","1",NA,"Food",19
"FDO57",20.75,"1",0.109325071,"14",160.9578,"OUT017",2007,"3","2","2",NA,"Food",10
"NCL07",13.85,"1",0.031312479,"12",39.148,"OUT013",1987,"1","3","2",NA,"Non Consumable",30
"NCV42",6.26,"1",0.031395831,"10",110.7228,"OUT013",1987,"1","3","2",NA,"Non Consumable",30
"FDP40",4.555,"2",0.034551507,"6",112.5544,"OUT017",2007,"3","2","2",NA,"Food",10
"FDP48",7.52,"2",0.077078963,"1",184.695,"OUT019",1985,"3","1","1",NA,"Food",32
"FDH21",10.395,"1",0.031401634,"13",160.3604,"OUT017",2007,"3","2","2",NA,"Food",10
"NCP02",7.105,"1",0.044878428,"10",59.7562,"OUT049",1999,"2","1","2",NA,"Non Consumable",18
"FDK24",9.195,"1",0.0635953402378303,"1",45.6744,"OUT049",1999,"2","1","2",NA,"Food",18
"FDC41",15.6,"1",0.117150348,"6",75.067,"OUT045",2002,"3","2","2",NA,"Food",15
"FDF08",14.3,"2",0.0655764,"7",86.1856,"OUT017",2007,"3","2","2",NA,"Food",10
"FDO49",10.6,"2",0.033239125,"3",52.1008,"OUT017",2007,"3","2","2",NA,"Food",10
"FDS56",5.785,"2",0.038569182,"7",260.8252,"OUT027",1985,"2","3","4",NA,"Food",32
"FDX46",12.3,"2",0.058353501,"14",60.5562,"OUT018",2009,"2","3","3",NA,"Food",8
"FDQ07",15.1,"2",0.087334125,"7",220.4456,"OUT013",1987,"1","3","2",NA,"Food",30
"FDC32",18.35,"1",0.16588815,"7",92.0462,"OUT010",1998,"1","3","1",NA,"Food",19
"FDT21",7.42,"1",0.035703488,"14",248.0092,"OUT019",1985,"3","1","1",NA,"Food",32
"FDG58",10.695,"2",0.086957199,"14",155.1972,"OUT045",2002,"3","2","2",NA,"Food",15
"FDW14",8.3,"2",0.038270946,"5",85.9198,"OUT049",1999,"2","1","2",NA,"Food",18
"DRA12",11.6,"1",0.040747616,"15",140.0154,"OUT027",1985,"2","3","4",NA,"Drinks",32
"FDV27",7.97,"2",0.039956751,"11",88.5514,"OUT013",1987,"1","3","2",NA,"Food",30
"DRD25",6.135,"1",0.078906336,"15",112.386,"OUT013",1987,"1","3","2",NA,"Drinks",30
"DRF48",5.73,"1",0.051550615,"15",186.3898,"OUT027",1985,"2","3","4",NA,"Drinks",32
"FDX24",8.355,"1",0.0646622415558602,"1",92.6462,"OUT017",2007,"3","2","2",NA,"Food",10
"DRJ51",14.1,"1",0.087993901,"5",229.8668,"OUT046",1997,"3","1","2",NA,"Drinks",20
"FDE45",12.1,"1",0.040439161,"7",180.0002,"OUT045",2002,"3","2","2",NA,"Food",15
"FDE14",13.65,"2",0.031445152,"4",101.17,"OUT046",1997,"3","1","2",NA,"Food",20
"FDG53",10,"1",0.045949933,"6",138.118,"OUT045",2002,"3","2","2",NA,"Food",15
"FDT08",13.65,"1",0.049218499,"7",148.905,"OUT046",1997,"3","1","2",NA,"Food",20
"DRC27",13.8,"1",0.057821105,"5",246.9802,"OUT027",1985,"2","3","4",NA,"Drinks",32
"FDG20",15.5,"2",0.125664151,"7",176.7028,"OUT035",2004,"3","2","2",NA,"Food",13
"FDC21",14.6,"2",0.04295882,"7",108.3254,"OUT046",1997,"3","1","2",NA,"Food",20
"FDV31",9.8,"1",0.107152044,"7",177.237,"OUT018",2009,"2","3","3",NA,"Food",8
"FDB58",10.5,"2",0.013523837,"14",141.1154,"OUT045",2002,"3","2","2",NA,"Food",15
"FDV23",11,"1",0.105836765,"2",124.6046,"OUT046",1997,"3","1","2",NA,"Food",20
"FDA25",16.5,"2",0.119279404,"4",102.599,"OUT019",1985,"3","1","1",NA,"Food",32
"FDC15",18.1,"1",0.177969055,"5",158.6288,"OUT046",1997,"3","1","2",NA,"Food",20
"FDU47",12.8,"2",0.114031481,"2",138.6838,"OUT049",1999,"2","1","2",NA,"Food",18
"FDE23",17.6,"2",0.064299088571134,"16",46.606,"OUT013",1987,"1","3","2",NA,"Food",30
"FDS08",5.735,"1",0.056913819,"7",177.037,"OUT013",1987,"1","3","2",NA,"Food",30
"FDW03",5.63,"2",0.024422434,"11",104.3306,"OUT027",1985,"2","3","4",NA,"Food",32
"FDJ60",19.35,"2",0.06278314,"1",163.3184,"OUT018",2009,"2","3","3",NA,"Food",8
"FDM34",19,"1",0.067829083,"14",129.2626,"OUT017",2007,"3","2","2",NA,"Food",10
"FDW33",9.395,"1",0.099038102,"14",105.528,"OUT013",1987,"1","3","2",NA,"Food",30
"FDZ40",8.935,"1",0.040149309,"6",54.3298,"OUT013",1987,"1","3","2",NA,"Food",30
"FDE33",19.35,"2",0.049837799,"7",80.5644,"OUT018",2009,"2","3","3",NA,"Food",8
"NCC06",19,"1",0.045169646,"10",127.7336,"OUT010",1998,"1","3","1",NA,"Non Consumable",19
"FDU11",4.785,"1",0.092593652,"2",119.4098,"OUT046",1997,"3","1","2",NA,"Food",20
"FDL44",18.25,"1",0.012344551,"7",162.9894,"OUT017",2007,"3","2","2",NA,"Food",10
"NCZ29",15,"1",0.071775164,"9",127.1362,"OUT017",2007,"3","2","2",NA,"Non Consumable",10
"FDG28",9.285,"2",0.108134654131881,"6",244.9144,"OUT010",1998,"1","3","1",NA,"Food",19
"FDL12",15.85,"2",0.122128201,"1",59.522,"OUT018",2009,"2","3","3",NA,"Food",8
"FDD52",18.25,"2",0.18433167,"5",108.957,"OUT017",2007,"3","2","2",NA,"Food",10
"FDO15",16.75,"2",0.008559416,"11",72.2038,"OUT013",1987,"1","3","2",NA,"Food",30
"NCN29",15.2,"1",0.012057789,"9",49.3034,"OUT027",1985,"2","3","4",NA,"Non Consumable",32
"FDW36",11.15,"1",0.056885263,"1",107.7622,"OUT013",1987,"1","3","2",NA,"Food",30
"FDB21",7.475,"1",0.148520605,"7",239.9854,"OUT046",1997,"3","1","2",NA,"Food",20
"FDZ28",20,"2",0.051449648,"6",128.8678,"OUT013",1987,"1","3","2",NA,"Food",30
"FDY10",17.6,"1",0.049058599,"14",114.6176,"OUT035",2004,"3","2","2",NA,"Food",13
"DRG39",14.15,"1",0.042419588,"5",53.0982,"OUT017",2007,"3","2","2",NA,"Drinks",10
"FDN28",5.88,"2",0.030222732,"6",102.699,"OUT013",1987,"1","3","2",NA,"Food",30
"FDV15",10.3,"1",0.146144813,"11",104.4648,"OUT035",2004,"3","2","2",NA,"Food",13
"DRI13",15.35,"1",0.020323118,"15",217.6508,"OUT035",2004,"3","2","2",NA,"Drinks",13
"FDH20",16.1,"2",0.024949113,"7",96.041,"OUT046",1997,"3","1","2",NA,"Food",20
"FDY51",12.5,"1",0.081067307,"11",220.2798,"OUT013",1987,"1","3","2",NA,"Food",30
"FDE16",8.895,"1",0.026321792,"6",207.7954,"OUT013",1987,"1","3","2",NA,"Food",30
"FDX40",12.85,"1",0.099396395,"6",37.1164,"OUT018",2009,"2","3","3",NA,"Food",8
"FDC48",9.195,"1",0.015923898,"1",80.5592,"OUT018",2009,"2","3","3",NA,"Food",8
"FDS14",7.285,"1",0.049963882,"5",155.9288,"OUT046",1997,"3","1","2",NA,"Food",20
"FDX56",17.1,"2",0.074478384,"7",208.7638,"OUT017",2007,"3","2","2",NA,"Food",10
"FDI10",8.51,"2",0.078404327,"14",171.1422,"OUT046",1997,"3","1","2",NA,"Food",20
"FDI14",14.1,"1",0.089603145,"4",142.3496,"OUT013",1987,"1","3","2",NA,"Food",30
"DRM48",15.2,"1",0.112802719,"15",35.8848,"OUT013",1987,"1","3","2",NA,"Drinks",30
"NCH07",13.15,"1",0.092218288,"10",158.6604,"OUT027",1985,"2","3","4",NA,"Non Consumable",32
"FDY26",20.6,"2",0.030485136,"5",210.7244,"OUT013",1987,"1","3","2",NA,"Food",30
"FDD02",16.6,"1",0.050047465,"4",119.0124,"OUT027",1985,"2","3","4",NA,"Food",32
"FDM12",16.7,"2",0.069916994,"1",188.1214,"OUT046",1997,"3","1","2",NA,"Food",20
"DRF01",5.655,"1",0.293048379,"15",145.5102,"OUT010",1998,"1","3","1",NA,"Drinks",19
"FDV36",18.7,"1",0.026302004,"1",126.502,"OUT046",1997,"3","1","2",NA,"Food",20
"DRI59",9.5,"1",0.040800688,"8",223.5088,"OUT013",1987,"1","3","2",NA,"Drinks",30
"FDV03",17.6,"1",0.058327908,"11",156.5314,"OUT018",2009,"2","3","3",NA,"Food",8
"FDO39",6.985,"2",0.0646622415558602,"11",182.9608,"OUT017",2007,"3","2","2",NA,"Food",10
"NCB07",19.2,"1",0.077823282,"10",197.811,"OUT018",2009,"2","3","3",NA,"Non Consumable",8
"FDH38",6.425,"1",0.010387683,"4",115.9808,"OUT027",1985,"2","3","4",NA,"Food",32
"FDZ13",7.84,"2",0.153465955,"4",49.435,"OUT035",2004,"3","2","2",NA,"Food",13
"NCZ30",6.59,"1",0.026184983,"10",122.3098,"OUT046",1997,"3","1","2",NA,"Non Consumable",20
"NCA06",20.5,"1",0.143256515,"10",35.419,"OUT035",2004,"3","2","2",NA,"Non Consumable",13
"FDB04",11.35,"2",0.063324606,"5",86.7856,"OUT049",1999,"2","1","2",NA,"Food",18
"FDN50",16.85,"2",0.026497757,"4",93.012,"OUT013",1987,"1","3","2",NA,"Food",30
"NCG06",16.35,"1",0.02949114,"10",256.7646,"OUT049",1999,"2","1","2",NA,"Non Consumable",18
"NCY17",18.2,"1",0.163760524,"9",45.0086,"OUT018",2009,"2","3","3",NA,"Non Consumable",8
"FDC23",18,"1",0.017906203,"16",178.7686,"OUT046",1997,"3","1","2",NA,"Food",20
"FDK33",17.85,"1",0.011252718,"14",212.256,"OUT049",1999,"2","1","2",NA,"Food",18
"FDR03",15.7,"2",0.008749518,"11",208.198,"OUT049",1999,"2","1","2",NA,"Food",18
"FDZ07",15.1,"2",0.094081729,"7",63.1194,"OUT045",2002,"3","2","2",NA,"Food",15
"FDO38",17.25,"1",0.072778438,"4",78.4986,"OUT013",1987,"1","3","2",NA,"Food",30
"FDS59",14.8,"2",0.043893446,"2",108.157,"OUT046",1997,"3","1","2",NA,"Food",20
"DRM11",6.57,"1",0.115679302,"8",260.1278,"OUT019",1985,"3","1","1",NA,"Drinks",32
"FDX52",11.5,"2",0.041799167,"6",194.382,"OUT027",1985,"2","3","4",NA,"Food",32
"DRJ35",10.1,"1",0.046774318,"8",59.3878,"OUT018",2009,"2","3","3",NA,"Drinks",8
"NCP53",14.75,"1",0.032890347,"9",239.3906,"OUT046",1997,"3","1","2",NA,"Non Consumable",20
"FDW15",15.35,"2",0.096496792,"11",148.8734,"OUT019",1985,"3","1","1",NA,"Food",32
"DRI47",14.7,"1",0.020962606,"8",143.7128,"OUT045",2002,"3","2","2",NA,"Drinks",15
"DRZ11",8.85,"2",0.11264364,"15",123.0388,"OUT035",2004,"3","2","2",NA,"Drinks",13
"FDS02",10.195,"2",0.14574596,"5",196.2794,"OUT013",1987,"1","3","2",NA,"Food",30
"DRD49",9.895,"1",0.168514737,"15",238.1564,"OUT018",2009,"2","3","3",NA,"Drinks",8
"FDW38",5.325,"2",0.138895605,"5",52.4298,"OUT049",1999,"2","1","2",NA,"Food",18
"FDR21",19.7,"1",0.117195348,"14",178.037,"OUT019",1985,"3","1","1",NA,"Food",32
