"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Category","Outler_Age"
6.63,"2",0.019153299,"14",57.6588,"3","1","1",400.8116,"Food",32
14.15,"1",0.184254826,"15",82.4276,"2","3","3",1218.414,"Drinks",8
20.75,"1",0.025169703,"9",150.4734,"2","1","2",1187.7872,"Non Consumable",18
7.84,"2",0.153494979,"4",48.935,"3","1","2",798.96,"Food",20
19.6,"1",0.034093203,"15",56.6614,"3","2","2",1492.0578,"Drinks",10
10.5,"1",0.045655118,"10",169.8106,"1","3","1",171.1106,"Non Consumable",19
5.655,"1",0.142732848,"7",167.95,"1","3","1",166.45,"Food",19
12.5,"2",0.110163385,"7",83.6592,"2","1","2",1320.9472,"Food",18
10.195,"1",0.041934387,"14",44.6428,"3","2","2",615.1992,"Food",13
21.1,"1",0.028868467,"10",146.3786,"2","3","4",5056.751,"Non Consumable",32
6.135,"2",0.079312367,"1",151.7366,"3","2","2",3325.0052,"Food",13
9.1,"1",0.174085625,"1",124.6362,"3","2","2",2390.8878,"Food",13
14.6,"1",0.059732844,"12",241.2538,"2","3","3",5287.7836,"Non Consumable",8
20.7,"1",0.039245805,"10",151.4366,"3","1","2",1511.366,"Non Consumable",20
19,"2",0.097510482,"6",48.1718,"3","2","2",709.077,"Food",15
9.195,"1",0.114885647,"6",59.6246,"3","1","2",1100.5674,"Food",20
19.6,"1",0.072295507,"10",89.7514,"3","1","1",88.5514,"Non Consumable",32
6.425,"1",0.010436256,"4",115.5808,"3","2","2",3749.7856,"Food",13
12.15,"1",0.104257037,"16",34.0532,"1","3","1",179.766,"Food",19
17,"1",0.126440335,"10",125.2362,"2","1","2",1384.1982,"Non Consumable",18
7.06,"2",0.0643032613957621,"16",59.8904,"2","3","4",1757.712,"Food",32
9,"2",0.120965853,"3",55.8614,"3","1","1",110.5228,"Food",32
11.395,"1",0.0643032613957621,"9",152.0708,"2","3","4",2106.5912,"Non Consumable",32
9,"2",0.069031467,"3",55.0614,"1","3","2",442.0912,"Food",30
6.215,"2",0.049823839,"1",226.6062,"2","3","3",677.1186,"Food",8
7.475,"1",0.126752975,"10",154.2656,"1","3","1",308.9312,"Non Consumable",19
11,"1",0.1062679,"2",123.2046,"2","3","3",3237.1196,"Food",8
19.7,"1",0.053305463,"7",58.193,"2","1","2",848.895,"Food",18
18.75,"1",0.023820082,"5",97.6042,"1","3","2",1488.063,"Drinks",30
11.6,"1",0.037549969,"9",101.2042,"1","3","2",2281.6966,"Non Consumable",30
13,"1",0.03525175,"10",48.0034,"2","3","3",923.4646,"Non Consumable",8
7.285,"1",0.031200065,"10",174.7054,"2","1","2",6303.7944,"Non Consumable",18
5.46,"2",0.106538757,"7",145.4786,"2","3","4",5779.144,"Food",32
18.6,"1",0.012673238,"10",121.5414,"2","1","2",4020.7662,"Non Consumable",18
6.615,"1",0.093307668,"5",195.9426,"1","3","2",2570.6538,"Food",30
10.1,"1",0.056191301,"10",115.7492,"3","2","2",579.246,"Non Consumable",15
17.7,"1",0.116542484,"14",182.6266,"3","1","2",3504.1054,"Food",20
10.5,"1",0.011285795,"10",235.8248,"3","2","2",4266.4464,"Non Consumable",13
8.27,"2",0.127308434,"15",186.6924,"2","3","4",7033.5112,"Drinks",32
12.3,"1",0.069742672,"15",106.2938,"2","3","3",1715.1008,"Drinks",8
14.85,"1",0.093010026,"1",143.0812,"2","3","4",3704.5112,"Food",32
18.85,"1",0.03961061,"14",41.648,"1","3","2",759.012,"Food",30
7.485,"1",0.069514712,"14",108.7228,"3","2","2",1326.2736,"Food",10
14.3,"2",0.083147702,"11",210.1586,"1","3","1",422.1172,"Food",19
10.6,"1",0.011106465,"2",42.7454,"2","1","2",419.454,"Food",18
6.055,"1",0.02528566,"7",158.792,"2","3","4",4474.176,"Food",32
13.65,"2",0.072851756,"6",197.1426,"1","3","2",3954.852,"Food",30
10.3,"2",0.011072421,"14",85.354,"2","3","4",2077.296,"Food",32
13.65,"2",0.031494041,"4",98.87,"2","1","2",2197.14,"Food",18
6.445,"1",0.029667053,"1",94.4436,"1","3","2",1134.5232,"Food",30
8.895,"1",0.0646641146824417,"10",111.9544,"3","2","2",1565.9616,"Non Consumable",13
16.7,"1",0.022099982,"5",110.1886,"2","1","2",1334.2632,"Food",18
6.115,"2",0.011372972,"6",89.6488,"3","1","2",1267.6832,"Food",20
11.3,"2",0.091310237,"11",96.9094,"1","3","1",190.4188,"Food",19
9.3,"2",0.033437991,"11",153.2314,"3","1","2",2326.971,"Food",20
7.725,"1",0.029117482,"10",123.0414,"2","1","2",1583.9382,"Non Consumable",18
18,"1",0.039071642,"14",145.3418,"2","1","2",882.8508,"Food",18
17,"1",0.119362409,"6",249.4434,"3","2","2",5960.2416,"Food",13
7.895,"2",0.094109236,"3",102.9332,"2","3","4",3691.1952,"Food",32
12.8,"1",0.02299122,"7",114.9492,"3","2","2",1737.738,"Food",15
15.85,"2",0.110010191,"6",38.8506,"3","2","2",341.5554,"Food",13
6.59,"1",0.176748258,"7",82.7908,"1","3","1",83.8908,"Food",19
6.11,"2",0.0635953402378303,"15",43.0086,"2","1","2",713.7376,"Drinks",18
8.6,"1",0.032463574,"9",139.9154,"2","3","4",4963.539,"Non Consumable",32
9.5,"2",0.035222503,"7",170.1448,"3","2","2",1874.8928,"Food",15
17.6,"1",0.010055503,"14",163.7552,"2","1","2",1787.0072,"Food",18
20,"1",0.034363029,"1",43.5086,"3","2","2",401.4774,"Food",13
13.15,"2",0.0646622415558602,"7",171.9764,"3","2","2",2404.8696,"Food",10
19,"1",0.128349909,"14",106.5622,"3","2","2",1482.0708,"Food",15
8.1,"1",0.128760294,"7",213.7902,"3","2","2",5946.9256,"Food",10
9.3,"1",0.043964058,"8",192.3846,"2","3","3",4586.0304,"Drinks",8
17.1,"1",0.032470108,"6",148.9392,"2","3","4",3728.48,"Food",32
13.5,"1",0.094603404,"15",187.0872,"2","3","3",3214.4824,"Drinks",8
7.725,"1",0.047743195,"4",248.3092,"1","3","2",6474.2392,"Food",30
12.8,"1",0.0643032613957621,"7",115.3492,"2","3","4",3823.0236,"Food",32
5.485,"1",0.071557769,"9",165.7842,"1","3","1",165.7842,"Non Consumable",19
13.15,"1",0.155105614,"10",157.2604,"1","3","1",316.9208,"Non Consumable",19
7.26,"1",0.014505108,"11",118.415,"3","2","2",1747.725,"Food",10
10.5,"2",0.093909644,"14",213.7244,"2","1","2",4022.7636,"Food",18
19.5,"2",0.077157727,"15",232.4958,"3","2","2",2804.3496,"Drinks",13
18.25,"1",0.094957079,"14",143.5154,"3","1","1",567.2616,"Food",32
17.25,"1",0.072486326,"4",78.9986,"2","3","4",2259.0594,"Food",32
21.25,"1",0.155694794,"14",177.637,"3","2","2",2999.429,"Food",15
8.155,"1",0.20914265,"11",190.953,"3","1","1",379.506,"Food",32
14.15,"1",0.095298849,"15",171.8106,"1","3","2",3935.5438,"Drinks",30
19.7,"1",0.038736781,"8",127.4362,"3","1","2",1510.0344,"Drinks",20
20.75,"1",0.044000492,"9",148.2734,"3","1","1",296.9468,"Non Consumable",32
13.8,"2",0.014720848,"4",89.9172,"1","3","2",1516.6924,"Food",30
18.35,"1",0.099090261,"7",94.0462,"3","2","2",555.2772,"Food",13
11.3,"1",0.047814463,"10",179.266,"3","2","2",5033.448,"Non Consumable",15
8.35,"2",0.127066966,"6",76.5354,"2","1","2",1655.1788,"Food",18
12.65,"2",0.076474728,"6",191.8846,"3","2","2",1146.5076,"Food",10
16.7,"2",0.042860026,"5",120.3782,"3","2","2",1668.4948,"Food",10
5.365,"2",0.141033536,"13",173.6764,"3","2","2",858.882,"Food",10
6.52,"1",0.044607161,"4",164.2842,"3","1","2",2818.3314,"Food",20
14,"1",0.041283361,"16",182.4634,"3","2","2",5452.902,"Food",13
6.575,"2",0.075444922,"2",146.0444,"1","3","2",2612.5992,"Food",30
15.35,"1",0.035143024,"10",124.373,"3","2","2",2093.941,"Non Consumable",13
6.985,"2",0.13725257,"11",183.7608,"1","3","2",2940.1728,"Food",30
10.8,"1",0.041831008,"9",186.6214,"1","3","2",2261.0568,"Non Consumable",30
14.85,"1",0.060967038,"10",254.3698,"3","2","2",4566.0564,"Non Consumable",13
6.135,"2",0.078943221,"1",152.7366,"2","3","4",1813.6392,"Food",32
14.85,"2",0.053837561,"1",120.8072,"3","1","2",4287.752,"Food",20
9.395,"1",0.039928582,"12",83.2908,"1","3","2",1258.362,"Non Consumable",30
13.5,"1",0.021617996,"7",179.6976,"3","2","2",1810.976,"Food",10
18,"2",0.143495952,"7",88.7514,"3","2","2",1062.6168,"Food",10
12.35,"2",0.157701958,"11",158.7946,"2","3","4",5522.811,"Food",32
20,"1",0.058719568,"9",111.0544,"2","3","3",894.8352,"Non Consumable",8
20.35,"1",0.142618182,"14",123.2072,"3","2","2",1225.072,"Food",10
8.785,"1",0.020573334,"15",156.4656,"3","2","2",2162.5184,"Drinks",13
5.175,"1",0.030208465,"9",35.4874,"2","3","4",1693.7952,"Non Consumable",32
7.1,"1",0.110234793,"7",171.708,"3","2","2",3115.944,"Food",15
14.85,"1",0.093991286,"1",140.9812,"3","2","2",3277.0676,"Food",10
11.3,"2",0.067001825,"6",259.1962,"2","3","3",5438.9202,"Food",8
20.25,"2",0.076314907,"5",196.7794,"3","2","2",2731.1116,"Food",15
20.25,"2",0.022403117,"5",250.9092,"2","3","4",8217.3036,"Food",32
8.63,"1",0.030944666,"14",186.6582,"2","3","4",3715.164,"Food",32
5.48,"1",0.02528802,"6",83.325,"1","3","1",416.125,"Food",19
11,"2",0.057058545,"7",241.7512,"3","1","2",3635.268,"Food",20
14.1,"1",0.0635953402378303,"5",231.9668,"2","1","2",1842.9344,"Drinks",18
13.85,"1",0.05486977,"12",40.548,"3","1","1",39.948,"Non Consumable",32
6.61,"2",0.029006239,"14",186.0898,"3","2","2",2619.2572,"Food",13
5.94,"1",0.034880143,"4",177.9344,"3","2","2",4460.86,"Food",13
7.975,"1",0.014713909,"1",83.125,"3","2","2",2579.975,"Food",10
12.65,"1",0.047237246,"12",112.5202,"3","1","2",787.6414,"Non Consumable",20
11.15,"1",0.032306341,"9",166.3526,"2","1","2",986.7156,"Non Consumable",18
6.825,"1",0.100171568,"9",262.7226,"1","3","1",264.3226,"Non Consumable",19
8.18,"1",0.013130031,"10",142.6154,"3","1","2",709.077,"Non Consumable",20
17.6,"1",0.010096684,"14",160.4552,"3","2","2",2599.2832,"Food",10
15.75,"1",0.055015935,"1",194.3452,"2","1","2",2740.4328,"Food",18
12.15,"1",0.015460726,"6",211.8928,"3","1","2",5890.9984,"Food",20
9.3,"2",0.02346559,"14",197.6084,"1","3","1",595.2252,"Food",19
13.5,"2",0.017932223,"14",78.796,"2","3","3",239.688,"Food",8
9.695,"2",0.047420609,"6",246.0144,"3","2","2",4165.2448,"Food",13
17.35,"2",0.062547321,"1",88.383,"2","3","4",2067.309,"Food",32
20.5,"2",0.112410046,"7",192.2478,"3","1","2",3874.956,"Food",20
14.85,"2",0.019511288,"5",262.591,"3","1","2",4996.829,"Food",20
13,"1",0.041789718,"10",256.1014,"1","3","2",2550.014,"Non Consumable",30
7.075,"1",0.022548195,"6",95.7068,"1","3","2",583.2408,"Food",30
17.85,"2",0.046599684,"7",125.1388,"3","2","2",1981.4208,"Food",13
10.6,"1",0.095064731,"5",232.4642,"1","3","1",697.0926,"Drinks",19
9.695,"2",0.029283081,"4",175.137,"2","3","3",3705.177,"Food",8
12.65,"1",0.042383069,"10",108.0938,"2","3","3",1607.907,"Non Consumable",8
5.945,"1",0.155706798,"10",127.9652,"1","3","1",645.826,"Non Consumable",19
17.5,"1",0.016767995,"11",141.418,"3","2","2",1957.452,"Food",15
7.39,"1",0.120961347,"12",143.847,"3","2","2",4866.998,"Non Consumable",10
9.8,"1",0.178622919,"7",177.937,"1","3","1",176.437,"Food",19
11.8,"2",0.02633607,"4",40.6138,"1","3","2",406.138,"Food",30
8.895,"1",0.126287542,"8",235.5616,"1","3","1",468.7232,"Drinks",19
11.8,"1",0.11350542,"15",186.8924,"2","1","2",2961.4784,"Drinks",18
6.155,"2",0.094201477,"11",213.356,"2","3","4",6817.792,"Food",32
17.25,"2",0.125224466,"3",41.248,"3","1","2",679.116,"Food",20
11.35,"2",0.005561798,"7",168.379,"3","2","2",3225.801,"Food",10
19.25,"1",0.101980245,"5",54.3956,"3","2","2",873.5296,"Food",15
19.7,"2",0.081193712,"1",198.411,"3","2","2",2553.343,"Food",10
14,"1",0.024369007,"10",40.2454,"2","1","2",922.7988,"Non Consumable",18
8.355,"1",0.188619537,"4",146.4418,"3","2","2",3089.9778,"Food",10
15.1,"2",0.094037291,"7",62.3194,"2","1","2",495.3552,"Food",18
12.1,"1",0.030188505,"4",77.367,"3","2","2",612.536,"Food",15
8.185,"1",0.046578409,"7",48.6692,"3","2","2",1182.4608,"Food",15
8.27,"2",0.223985293,"15",186.2924,"3","1","1",555.2772,"Drinks",32
15.5,"2",0.085763562,"6",49.0692,"1","3","2",295.6152,"Food",30
14,"2",0.105145451,"6",144.2812,"3","1","2",4844.3608,"Food",20
18,"1",0.019382568,"9",129.3994,"3","2","2",3340.9844,"Non Consumable",13
9.6,"1",0.0635953402378303,"15",166.5158,"2","1","2",3509.4318,"Drinks",18
6.425,"1",0.093002339,"7",177.7712,"2","3","4",4921.5936,"Food",32
9.6,"1",0.035549527,"14",244.117,"1","3","2",5346.374,"Food",30
7.905,"1",0.054720642,"6",107.8254,"2","3","4",2387.5588,"Food",32
16.7,"2",0.052708138,"6",114.7176,"3","2","2",2404.8696,"Food",10
9.3,"1",0.089144149,"4",144.9786,"2","1","2",1011.3502,"Food",18
8.1,"1",0.128011859,"7",210.9902,"3","2","2",6371.706,"Food",13
19.1,"1",0.178272728,"10",172.4422,"3","2","2",1551.9798,"Non Consumable",10
8.88,"1",0.099024124,"10",208.527,"2","3","3",3145.905,"Non Consumable",8
6.825,"2",0.046898544,"4",153.7998,"3","2","2",922.7988,"Food",10
11.5,"2",0.041994624,"6",194.782,"3","2","2",3475.476,"Food",13
7.075,"1",0.022694623,"6",98.8068,"3","2","2",2527.3768,"Food",10
20.7,"1",0.039467795,"10",151.7366,"3","2","2",604.5464,"Non Consumable",10
7.895,"2",0.061270647,"3",56.7588,"2","1","2",343.5528,"Food",18
6.86,"1",0.036686158,"10",229.601,"2","3","3",2526.711,"Non Consumable",8
9.6,"2",0.014200671,"14",187.1872,"1","3","2",3214.4824,"Food",30
12.1,"1",0.079806266,"10",172.1106,"3","1","2",3422.212,"Non Consumable",20
11.1,"1",0.059797172,"7",151.8366,"1","3","2",1057.9562,"Food",30
9.5,"1",0.0648003527697595,"8",190.9872,"3","2","2",3025.3952,"Drinks",15
21,"1",0.049381666,"14",193.0478,"2","1","2",1549.9824,"Food",18
5.46,"2",0.107057186,"7",144.9786,"3","1","2",2022.7004,"Food",20
16.35,"2",0.109274313,"7",225.3062,"3","1","1",677.1186,"Food",32
17.6,"1",0.018889593,"9",236.259,"1","3","2",4727.18,"Non Consumable",30
20.35,"1",0.021369722,"10",75.8328,"3","2","2",154.4656,"Non Consumable",15
7.39,"1",0.092927148,"10",249.5066,"2","1","2",4267.1122,"Non Consumable",18
12.3,"2",0.113139486,"16",92.9804,"3","1","1",183.7608,"Food",32
9.195,"2",0.117387066,"14",160.2578,"1","3","2",4492.8184,"Food",30
17.1,"1",0.038730229,"10",166.2842,"3","2","2",4807.7418,"Non Consumable",13
13,"2",0.030211742,"4",59.322,"2","3","3",539.298,"Food",8
15.5,"1",0.032924463,"1",107.2938,"2","1","2",2143.876,"Food",18
8.695,"1",0.120022543,"10",94.8094,"2","3","3",1428.141,"Non Consumable",8
11.5,"2",0.037388493,"14",107.8254,"2","3","4",1410.8302,"Food",32
7.5,"1",0.096413261,"10",55.3588,"3","1","2",1030.6584,"Non Consumable",20
7.485,"1",0.069405301,"14",112.1228,"2","3","3",1105.228,"Food",8
9.8,"1",0.090649107,"12",194.3478,"3","2","2",4649.9472,"Non Consumable",15
11.395,"1",0.021649904,"9",150.8708,"3","2","2",4363.6532,"Non Consumable",15
20.7,"1",0.02689477,"10",76.7354,"3","2","2",2482.7682,"Non Consumable",13
16.2,"2",0.016679232,"6",96.3726,"2","1","2",2740.4328,"Food",18
19.2,"2",0.00978492,"16",225.9062,"3","1","1",451.4124,"Food",32
13.15,"1",0.056429024,"15",144.2812,"3","1","2",1282.3308,"Drinks",20
21.25,"1",0.009998763,"11",182.3608,"3","1","2",551.2824,"Food",20
13.15,"1",0.020757926,"2",84.3566,"3","2","2",761.0094,"Food",15
19.6,"1",0.041374909,"10",89.2514,"3","2","2",1416.8224,"Non Consumable",15
12.6,"1",0.096756649,"14",208.7612,"3","2","2",5226.53,"Food",10
12.8,"2",0.079523619,"5",181.7608,"3","2","2",4961.5416,"Food",10
7.285,"1",0.0646622415558602,"5",155.1288,"3","2","2",1414.1592,"Food",10
13.1,"1",0.012167988,"12",190.253,"3","2","2",4174.566,"Non Consumable",10
8.63,"2",0.032976399,"14",114.6518,"3","2","2",2846.295,"Food",15
10.195,"2",0.147492524,"6",141.5838,"3","2","2",1685.8056,"Food",10
16.85,"2",0.0635953402378303,"14",110.0544,"2","1","2",2572.6512,"Food",18
9.3,"1",0.028566433,"1",193.0136,"2","1","2",4860.34,"Food",18
15.85,"2",0.110479217,"6",36.7506,"2","3","3",531.3084,"Food",8
5.485,"1",0.042838514,"9",163.7842,"3","2","2",1657.842,"Non Consumable",15
18.25,"1",0.012264903,"7",162.8894,"1","3","2",3397.5774,"Food",30
12.6,"1",0.096132367,"14",208.9612,"1","3","2",4181.224,"Food",30
15.35,"1",0.168780127,"15",197.8768,"3","1","1",197.0768,"Drinks",32
12.85,"1",0.099193899,"6",38.1164,"3","2","2",656.4788,"Food",15
6.13,"1",0.076721393,"5",59.4536,"3","2","2",2021.3688,"Drinks",13
14.85,"2",0.06173052,"7",159.1578,"3","1","1",160.4578,"Food",32
5.655,"1",0.174934513,"15",145.0102,"1","3","2",1895.5326,"Drinks",30
11.1,"1",0.0642464577651515,"10",119.1124,"3","1","2",1303.6364,"Non Consumable",20
11.6,"2",0.009802791,"14",223.0404,"2","3","3",1125.202,"Food",8
16,"2",0.09942555,"6",87.0856,"2","1","2",527.3136,"Food",18
12.15,"1",0.062384659,"16",34.6532,"2","1","2",719.064,"Food",18
6.55,"2",0.034745307,"2",158.8288,"2","3","3",4399.6064,"Food",8
9.6,"1",0.035579135,"14",244.417,"3","1","2",1944.136,"Food",20
19.1,"1",0.067569539,"10",43.0796,"2","3","3",619.194,"Non Consumable",8
14,"2",0.029697925,"5",143.0786,"1","3","2",3178.5292,"Food",30
14.85,"2",0.03525037,"7",160.9578,"3","2","2",2246.4092,"Food",13
4.92,"1",0.045916788,"1",198.8084,"1","3","2",2976.126,"Food",30
13.5,"1",0.021539999,"7",182.4976,"3","2","2",1629.8784,"Food",15
15.7,"2",0.027673055,"4",169.279,"3","2","2",3735.138,"Food",15
8.97,"1",0.092997032,"10",55.2956,"3","2","2",873.5296,"Non Consumable",13
15.35,"1",0.073283193,"15",91.812,"3","1","2",1771.028,"Drinks",20
14.5,"2",0.041049322,"4",41.2454,"2","3","4",1342.2528,"Food",32
16.75,"2",0.008525061,"11",72.5038,"2","3","4",2512.7292,"Food",32
17.7,"1",0.117201696,"14",184.0266,"3","2","2",2397.5458,"Food",10
6.36,"1",0.005977465,"10",163.3526,"3","2","2",2631.2416,"Non Consumable",13
18.25,"1",0.0643032613957621,"6",225.3062,"2","3","4",4288.4178,"Food",32
16,"1",0.157528118,"5",142.9154,"3","1","1",141.8154,"Food",32
8.235,"1",0.082427854,"1",149.3076,"3","1","2",2808.3444,"Food",20
12.35,"1",0.041802518,"9",34.8216,"2","1","2",311.5944,"Non Consumable",18
18,"1",0.015450376,"9",158.9604,"3","1","2",1584.604,"Non Consumable",20
20,"1",0.057527544,"1",43.1086,"1","3","1",89.2172,"Food",19
6.055,"1",0.025512207,"7",159.692,"2","3","3",5592.72,"Food",8
6.63,"2",0.174110803,"1",166.85,"1","3","1",499.35,"Food",19
11.1,"1",0.175362333,"1",158.9604,"2","3","4",4436.8912,"Food",32
8.3,"2",0.038367194,"5",87.1198,"2","3","3",959.4178,"Food",8
20.25,"2",0.014781046,"5",193.8162,"1","3","2",3463.4916,"Food",30
8.6,"2",0.040268044,"4",191.453,"2","1","2",1707.777,"Food",18
19.5,"1",0.014355033,"10",55.4614,"3","2","2",552.614,"Non Consumable",10
5.095,"2",0.129766301,"14",141.6838,"3","2","2",3231.1274,"Food",15
11,"1",0.008997141,"11",119.9756,"3","2","2",1938.8096,"Food",10
18.25,"1",0.07784544,"14",260.5962,"2","1","2",3884.943,"Food",18
20,"1",0.0642573974698545,"1",43.4086,"2","3","3",401.4774,"Food",8
20.1,"1",0.074265816,"5",109.5228,"2","3","4",3757.7752,"Food",32
6.11,"2",0.102422487,"7",131.4968,"2","3","4",1565.9616,"Food",32
7.5,"1",0.032811503,"6",239.6906,"3","2","2",2614.5966,"Food",10
7.22,"2",0.038477325,"1",62.951,"2","3","3",1138.518,"Food",8
12,"2",0.020411155,"11",98.6042,"3","1","2",1091.2462,"Food",20
12.15,"2",0.042552418,"4",123.5046,"3","2","2",1743.0644,"Food",10
11.6,"2",0.009818244,"14",223.1404,"3","2","2",5175.9292,"Food",10
8.315,"2",0.035572183,"1",144.4444,"3","1","2",2902.888,"Food",20
12.15,"2",0.04274788,"11",183.695,"2","1","2",2929.52,"Food",18
5.905,"1",0.04572322,"4",222.1456,"2","1","2",5747.1856,"Food",18
8.575,"1",0.023934398,"15",105.828,"3","2","2",958.752,"Drinks",15
17.35,"2",0.146527359,"13",147.905,"2","1","2",2247.075,"Food",18
18.6,"1",0.012651172,"10",123.1414,"3","2","2",2314.9866,"Non Consumable",13
19.25,"1",0.107507291,"10",34.8558,"2","3","4",441.4254,"Non Consumable",32
15.1,"2",0.096295326,"11",133.4942,"3","2","2",1457.4362,"Food",15
7.435,"1",0.0643032613957621,"16",167.5158,"2","3","4",4345.0108,"Food",32
7.825,"1",0.079613553,"11",65.0826,"3","2","2",1162.4868,"Food",13
9.17,"1",0.103398309,"1",143.947,"2","3","3",2576.646,"Food",8
20.7,"2",0.16767231,"7",124.2388,"1","3","1",247.6776,"Food",19
12.1,"1",0.020551458,"14",146.6734,"1","3","2",2227.101,"Food",30
13.65,"2",0.025961116,"14",80.4302,"2","1","2",316.9208,"Food",18
8.38,"2",0.046960237,"1",111.857,"2","1","2",2966.139,"Food",18
19.75,"1",0.041533438,"7",119.8466,"2","3","3",2239.0854,"Food",8
8.67,"1",0.065436581,"15",142.9128,"3","1","2",2013.3792,"Drinks",20
15.6,"1",0.08126841,"1",110.2544,"3","2","2",1789.6704,"Food",15
12.35,"2",0.072689818,"5",48.7692,"2","3","3",788.3072,"Food",8
17.7,"1",0.116723677,"14",182.4266,"2","1","2",5163.9448,"Food",18
12.5,"2",0.074035423,"4",87.9198,"2","3","3",1133.8574,"Food",8
20.2,"2",0.059751638,"7",129.1678,"1","3","2",1017.3424,"Food",30
13.15,"1",0.092854963,"10",158.7604,"3","2","2",3010.7476,"Non Consumable",15
10,"2",0.113858603701205,"6",230.0668,"3","1","1",691.1004,"Food",32
11.1,"1",0.044606379,"14",174.2054,"2","3","4",4377.635,"Food",32
10.85,"1",0.162107603,"14",106.3622,"1","3","2",2117.244,"Food",30
16.5,"1",0.0643032613957621,"9",37.3506,"2","3","4",1024.6662,"Non Consumable",32
17.7,"1",0.030060895,"14",166.4816,"2","3","3",2013.3792,"Food",8
14.35,"1",0.081050006,"1",79.196,"3","2","2",1278.336,"Food",10
20,"2",0.051783761,"6",125.8678,"3","2","2",3433.5306,"Food",10
12.3,"1",0.064299088571134,"1",37.2874,"1","3","2",705.748,"Food",30
10.3,"2",0.024998007,"1",174.4422,"2","3","3",3448.844,"Food",8
15.6,"2",0.105208448,"14",170.5764,"1","3","2",4466.1864,"Food",30
9.8,"2",0.14118383,"1",50.5008,"2","3","3",253.004,"Food",8
11.1,"1",0.135692831,"14",220.0482,"2","3","3",2628.5784,"Food",8
15.6,"1",0.116347087,"6",76.867,"2","3","4",2526.711,"Food",32
11.8,"1",0.12150063,"7",46.8402,"1","3","2",413.4618,"Food",30
7.72,"2",0.088864488,"7",119.3466,"3","2","2",3064.0116,"Food",10
10.5,"1",0.070912843,"6",121.5098,"2","3","4",2410.196,"Food",32
19.6,"2",0.041571557,"6",49.9376,"3","1","2",623.1888,"Food",20
6.425,"1",0.093454899,"7",175.3712,"3","1","2",2988.1104,"Food",20
20.85,"1",0.021329793,"7",105.5306,"3","1","2",940.7754,"Food",20
18,"1",0.079299474,"10",170.5422,"1","3","1",344.8844,"Non Consumable",19
7.05,"1",0.085138334,"14",108.6912,"3","2","2",1310.2944,"Food",15
16.25,"1",0.087175137,"5",98.341,"3","1","2",1351.574,"Food",20
20.7,"1",0.093214498,"5",74.667,"3","2","2",2143.876,"Drinks",10
5.44,"1",0.025458716,"5",241.2538,"1","3","2",3124.5994,"Food",30
20.5,"1",0.032741422,"10",40.4822,"1","3","2",589.233,"Non Consumable",30
12.35,"2",0.038560279,"7",109.857,"2","1","2",1208.427,"Food",18
12.15,"1",0.130544568,"6",248.046,"2","3","4",7883.072,"Food",32
4.61,"1",0.122629121,"8",175.4396,"3","2","2",2616.594,"Drinks",13
8.275,"1",0.110913601,"10",106.3306,"3","2","2",1254.3672,"Non Consumable",10
16.6,"1",0.121635591,"7",175.4738,"2","3","4",2954.1546,"Food",32
8.27,"2",0.128449055,"15",186.5924,"2","3","3",4442.2176,"Drinks",8
7.905,"1",0.055098434,"6",109.2254,"3","2","2",976.7286,"Food",15
16.2,"1",0.0635953402378303,"9",182.1608,"2","1","2",3123.9336,"Non Consumable",18
16.75,"1",0.113858603701205,"7",258.3988,"3","1","1",256.9988,"Food",32
13.6,"1",0.010013429,"10",176.437,"3","2","2",4587.362,"Non Consumable",15
9.395,"1",0.040187877,"12",85.6908,"3","2","2",1593.9252,"Non Consumable",10
7.35,"2",0.024044279,"7",241.0512,"1","3","1",242.3512,"Food",19
15.35,"1",0.014007727,"6",38.319,"1","3","2",292.952,"Food",30
14.5,"2",0.041214746,"4",42.0454,"1","3","2",629.181,"Food",30
12.6,"2",0.031663212,"1",173.2764,"2","3","3",1030.6584,"Food",8
10.8,"2",0.064299088571134,"1",39.3138,"1","3","2",1015.345,"Food",30
18.85,"1",0.042716162,"4",257.833,"2","1","2",3332.329,"Food",18
12.15,"1",0.06479182,"12",254.004,"3","2","2",2277.036,"Non Consumable",15
11.6,"2",0.009761175,"14",226.9404,"3","2","2",1800.3232,"Food",13
15.3,"1",0.02295878,"10",101.6332,"1","3","2",1845.5976,"Non Consumable",30
20.35,"2",0.030927632,"5",256.8672,"3","1","2",3579.3408,"Food",20
14.5,"1",0.103752817,"5",155.1998,"1","3","1",307.5996,"Drinks",19
6.89,"2",0.136428395,"14",193.982,"3","1","2",1737.738,"Food",20
14.6,"2",0.071904258,"7",106.8254,"1","3","1",108.5254,"Food",19
16.85,"2",0.026627857,"4",93.712,"2","3","3",745.696,"Food",8
8.93,"1",0.028393624,"5",153.434,"1","3","2",1378.206,"Drinks",30
8.31,"2",0.116331694,"14",176.9028,"3","2","2",3010.7476,"Food",10
19,"1",0.112893408,"14",131.0626,"1","3","1",524.6504,"Food",19
19.7,"2",0.017937483,"11",103.499,"2","3","4",1547.985,"Food",32
19.2,"2",0.164438907,"6",188.4214,"3","1","1",376.8428,"Food",32
5.19,"2",0.044252621,"11",102.599,"3","1","2",1651.184,"Food",20
